1,32914
1,122906
1,55765
1,1862
1,2099
1,71453
1,4368
1,5390
1,119167
1,26547
2,5391
2,187593
2,65631
2,49735
2,3308
2,32657
2,140715
2,53355
2,58554
2,5339
3,1779
3,47952
3,640
3,89898
3,888
3,160400
3,101612
3,5410
3,172881
3,3263
4,2867
4,54648
4,52644
4,59103
4,3788
4,27790
4,2297
4,2762
4,62081
4,2100
5,3018
5,31162
5,134847
5,159717
5,4412
5,82499
5,33644
5,3114
5,3915
5,3169
6,33493
6,4518
6,58154
6,6101
6,3766
6,3720
6,8919
6,6245
6,117529
6,2288
7,5812
7,6695
7,48322
7,1514
7,5105
7,63768
7,122882
7,4184
7,2181
7,4259
8,87660
8,51884
8,184257
8,132153
8,1333
8,25826
8,119155
8,3535
8,3743
8,6535
9,80363
9,3864
9,45666
9,50872
9,5272
9,3135
9,6523
9,95543
9,148632
9,7079
10,6510
10,52458
10,506
10,5603
10,62299
10,661
10,2632
10,4840
10,60291
10,55687
11,1544
11,72378
11,73023
11,102378
11,8943
11,41566
11,283
11,6533
11,8611
11,127130
12,8236
12,67923
12,3238
12,2140
12,7833
12,80906
12,2431
12,1413
12,1656
12,54785
13,467
13,63853
13,549
13,2482
13,1148
13,2889
13,5809
13,112911
13,91386
13,2527
14,279
14,5121
14,40478
14,27695
14,408
14,2291
14,971
14,78637
14,1783
14,46948
15,128620
15,4142
15,107462
15,3249
15,7008
15,3225
15,7569
15,94953
15,2471
15,135133
16,1753
16,1468
16,90403
16,140359
16,125974
16,154
16,21
16,6662
16,7649
16,42723
17,504
17,6327
17,1053
17,2380
17,92259
17,6027
17,93512
17,6163
17,2467
17,74677
18,6027
18,63992
18,1900
18,2952
18,2344
18,84772
18,5072
18,82459
18,148632
18,8640
19,32632
19,102194
19,2139
19,134334
19,6063
19,62208
19,79057
19,93563
19,2970
19,6942
20,51357
20,96417
20,62956
20,1777
20,8916
20,104218
20,99114
20,3200
20,48520
20,1007
21,670
21,2993
21,2976
21,5796
21,112552
21,142115
21,72624
21,66665
21,97172
21,131013
22,34048
22,45928
22,903
22,2084
22,3420
22,42191
22,147142
22,105835
22,70994
22,101076
23,936
23,66934
23,2997
23,2700
23,7323
23,1025
23,1123
23,68954
23,3017
23,5543
24,4275
24,7916
24,3091
24,965
24,6881
24,61255
24,32243
24,2206
24,32387
24,162982
26,3225
26,480
26,3697
26,1326
26,8906
26,4992
26,8331
26,151315
26,4687
26,131749
27,4030
27,4888
27,6893
27,1777
27,4777
27,67267
27,157296
27,3250
27,7161
27,76251
28,56949
28,34523
28,116738
28,77206
28,1340
28,135861
28,52604
28,2353
28,117849
28,6345
29,6296
29,42002
29,6345
29,2810
29,7075
29,8581
29,30850
29,5424
29,68791
29,266
30,7884
30,2921
30,170399
30,1987
30,99130
30,4055
30,2953
30,33437
30,1694
30,95067
31,31297
31,3412
31,5477
31,1156
31,81512
31,3909
31,2006
31,8972
31,44511
31,103883
32,57640
32,2232
32,6330
32,1984
32,783
32,69757
32,4454
32,4337
32,4178
32,5307
33,96004
33,2059
33,3823
33,92643
33,2439
33,5954
33,5012
33,30890
33,3675
33,32022
34,5463
34,906
34,4679
34,104303
34,3255
34,4347
34,1422
34,51024
34,26547
34,56563
35,3030
35,6062
35,3556
35,4080
35,52435
35,4564
35,7879
35,37380
35,8154
35,55555
36,2174
36,152970
36,3566
36,209
36,25827
36,285
36,65216
36,52694
36,2145
36,187541
37,93598
37,7888
37,64116
37,4687
37,2690
37,3104
37,4226
37,143525
37,2456
37,77931
38,240
38,65596
38,90866
38,103624
38,750
38,69644
38,5459
38,27584
38,53138
38,72011
39,55577
39,147378
39,3765
39,8458
39,256
39,2784
39,43376
39,153386
39,183959
39,936
40,1583
40,121338
40,65631
40,26606
40,1407
40,71462
40,311
40,2058
40,5363
40,3845
41,162606
41,3865
41,3342
41,455
41,130686
41,8665
41,706
41,58803
41,26810
41,7826
42,4254
42,3896
42,4886
42,3275
42,1078
42,2505
42,4252
42,33779
42,8024
42,6773
43,1862
43,89939
43,92760
43,5625
43,6867
43,158966
43,7222
43,337
43,4270
43,7669
44,4886
44,273
44,7346
44,90249
44,2288
44,72624
44,1454
44,733
44,3271
44,1381
45,6033
45,4661
45,6573
45,26172
45,55282
45,3895
45,5799
45,3824
45,43836
45,486
46,75805
46,2399
46,5060
46,3111
46,3208
46,474
46,5682
46,1702
46,48262
46,2528
47,6400
47,1564
47,94810
47,2057
47,6370
47,2149
47,594
47,72226
47,31545
47,5479
48,182293
48,203
48,91077
48,34048
48,6782
48,4901
48,4857
48,3440
48,39801
48,4304
50,4564
50,27441
50,3179
50,136016
50,4849
50,1221
50,3790
50,2371
50,34326
50,5585
51,6402
51,85295
51,51834
51,25750
51,142831
51,4322
51,6713
51,5867
51,6947
51,159717
52,171811
52,53024
52,5080
52,8645
52,1380
52,26429
52,7101
52,122882
52,3681
52,159976
54,4080
54,836
54,3859
54,79572
54,69757
54,88179
54,117849
54,45635
54,41724
54,117533
55,1263
55,85796
55,86190
55,1982
55,1414
55,149902
55,104457
55,1704
55,2936
55,5410
56,2041
56,1499
56,596
56,2723
56,2965
56,26340
56,1991
56,61160
56,2409
56,4243
57,1287
57,6615
57,4289
57,60857
57,41569
57,1465
57,101076
57,90469
57,4399
57,8861
58,120466
58,158035
58,3752
58,5610
58,4210
58,6957
58,1274
58,2360
58,3733
58,6659
59,64957
59,177285
59,3029
59,49272
59,51037
59,27912
59,5585
59,34397
59,4970
59,4167
60,2032
60,7459
60,99917
60,1806
60,2016
60,89305
60,5039
60,109383
60,174045
60,1947
61,140174
61,115664
61,44191
61,8591
61,235
61,741
61,4624
61,3108
61,85
61,171811
62,3626
62,3871
62,37444
62,1280
62,501
62,129659
62,3246
62,3609
62,3238
62,5134
63,2315
63,2153
63,49
63,111921
63,2226
63,4378
63,5414
63,40870
63,5307
63,165483
64,1046
64,166015
64,1250
64,3500
64,4392
64,7937
64,230
64,128542
64,26242
64,1429
65,1356
65,112175
65,2959
65,83803
65,141866
65,8533
65,112515
65,113207
65,5515
65,2478
66,2497
66,58655
66,899
66,97304
66,2015
66,161594
66,8831
66,49272
66,26399
66,104243
67,3405
67,102686
67,6776
67,3034
67,4857
67,6534
67,3993
67,97988
67,4067
67,55492
68,3824
68,4248
68,6962
68,2328
68,1258
68,5460
68,6502
68,67618
68,1095
68,1816
69,6300
69,89087
69,85213
69,6182
69,68073
69,2206
69,158
69,8831
69,805
69,3091
70,31225
70,53318
70,168612
70,1060
70,3057
70,8528
70,164909
70,31435
70,104245
70,50601
71,2044
71,3174
71,134393
71,6578
71,479
71,48412
71,5965
71,104303
71,3036
71,70521
72,47423
72,80864
72,1541
72,4774
72,70533
72,148888
72,5543
72,1600
72,270
72,7074
73,141513
73,2004
73,182715
73,128975
73,3992
73,88356
73,715
73,67255
73,4826
73,3361
74,34359
74,207
74,7312
74,65514
74,5688
74,4270
74,130686
74,2848
74,7072
74,2180
75,6985
75,103483
75,113862
75,8967
75,1066
75,876
75,32917
75,68886
75,6596
75,4017
76,99813
76,6344
76,128099
76,2883
76,125914
76,254
76,2236
76,168846
76,10
76,41724
77,6141
77,76175
77,1466
77,1791
77,1826
77,68791
77,6752
77,1180
77,46974
77,141890
78,69805
78,6330
78,85401
78,3214
78,3937
78,165
78,6911
78,25906
78,1585
78,1
79,1005
79,5389
79,267
79,89840
79,193567
79,1301
79,1912
79,4936
79,2686
79,87028
80,410
80,111659
80,43679
80,6288
80,68952
80,1984
80,51939
80,4
80,3686
80,86833
81,3210
81,60943
81,54995
81,5421
81,3125
81,8947
81,5499
81,1900
81,8957
81,104944
82,2306
82,680
82,2413
82,140359
82,2806
82,2628
82,8372
82,44665
82,69844
82,2006
83,336
83,2392
83,54648
83,65642
83,421
83,70565
83,5387
83,1178
83,671
83,102686
84,152081
84,44204
84,65682
84,89281
84,127390
84,140267
84,176423
84,3992
84,376
84,6214
85,34271
85,40412
85,5025
85,1301
85,66
85,460
85,139642
85,2476
85,1161
85,2232
86,2622
86,96
86,26322
86,2718
86,91128
86,5256
86,115231
86,3969
86,187717
86,4333
87,512
87,105
87,7099
87,128360
87,135937
87,134775
87,7561
87,940
87,1518
87,5034
88,173209
88,5651
88,2361
88,68945
88,1049
88,1767
88,155064
88,2155
88,4260
88,5139
89,3930
89,4939
89,1199
89,2084
89,6710
89,1284
89,3984
89,1173
89,4041
89,68480
90,6936
90,122
90,3444
90,27722
90,73023
90,106438
90,6202
90,648
90,4260
90,1367
91,62394
91,671
91,6538
91,69644
91,5387
91,8268
91,44761
91,76091
91,991
91,3576
92,123553
92,385
92,6516
92,57843
92,89678
92,3901
92,3930
92,109968
92,4558
92,3868
93,104272
93,2617
93,3480
93,1029
93,162606
93,117109
93,4454
93,6370
93,6578
93,6124
94,3516
94,103042
94,26662
94,158721
94,130686
94,90647
94,2494
94,98124
94,154975
94,3990
95,121374
95,136449
95,6188
95,230
95,26133
95,1460
95,6410
95,3662
95,319
95,1180
96,1907
96,670
96,146656
96,86833
96,3055
96,1695
96,3752
96,183911
96,4723
96,31116
97,2477
97,3697
97,95499
97,3813
97,90469
97,279
97,64622
97,2793
97,1546
97,766
98,1779
98,30749
98,2306
98,65738
98,25870
98,59667
98,3263
98,3983
98,156783
98,3573
99,4109
99,83374
99,6617
99,161922
99,7302
99,66785
99,2109
99,62208
99,1990
99,115664
100,2367
100,1827
100,5630
100,5088
100,2872
100,5248
100,144976
100,2430
100,5316
100,1902
101,1507
101,1004
101,940
101,49917
101,548
101,30745
101,2008
101,5630
101,6183
101,50445
102,5925
102,3766
102,5304
102,5503
102,26578
102,26999
102,2006
102,7826
102,7236
102,556
103,4980
103,7007
103,102194
103,1064
103,7158
103,1180
103,668
103,55391
103,5909
103,104374
104,1977
104,7163
104,2558
104,410
104,1688
104,2356
104,6195
104,6886
104,3142
104,115828
105,6484
105,41724
105,50442
105,6070
105,2169
105,27834
105,5562
105,49910
105,1388
105,72720
106,3086
106,4971
106,95165
106,4442
106,122898
106,81564
106,31433
106,42009
106,161922
106,31184
107,7091
107,5679
107,6654
107,1342
107,70641
107,5665
107,1270
107,68073
107,3505
107,300
108,5856
108,194
108,345
108,37729
108,52722
108,1047
108,8360
108,497
108,68486
108,8331
109,151739
109,3007
109,77800
109,1428
109,289
109,109374
109,7615
109,120761
109,5438
109,6027
110,612
110,1273
110,2477
110,6002
110,7132
110,278
110,3410
110,1295
110,74791
110,1341
111,58347
111,8372
111,2398
111,3702
111,71970
111,53464
111,2114
111,2765
111,5256
111,4056
112,4661
112,168248
112,30846
112,74154
112,287
112,940
112,177285
112,180095
112,356
112,1304
113,8656
113,1354
113,2006
113,79695
113,4855
113,6550
113,180497
113,2788
113,2405
113,49272
114,7347
114,4366
114,2517
114,40583
114,26649
114,3691
114,147384
114,2404
114,40959
114,110350
115,1333
115,8914
115,8372
115,2918
115,161131
115,120637
115,193583
115,30850
115,2607
115,3114
116,419
116,6786
116,121469
116,7896
116,93598
116,71535
116,4278
116,78039
116,5955
116,8638
117,491
117,27032
117,3655
117,2206
117,72178
117,1437
117,161024
117,131104
117,706
117,2104
118,73042
118,1624
118,4802
118,87430
118,3849
118,104243
118,99149
118,6213
118,4928
118,3698
119,7311
119,1401
119,69757
119,26303
119,126482
119,82641
119,7706
119,5589
119,65130
119,364
120,111759
120,3855
120,742
120,19
120,1591
120,189381
120,30707
120,1196
120,130686
120,2252
121,6371
121,85316
121,824
121,101362
121,1350
121,67197
121,431
121,121097
121,7366
121,6938
122,94325
122,3208
122,26606
122,3163
122,785
122,52458
122,6588
122,3334
122,94896
122,118696
123,8921
123,117881
123,382
123,1083
123,3075
123,4248
123,132584
123,27904
123,1840
123,1801
124,352
124,91488
124,7264
124,276
124,115111
124,100611
124,2762
124,93838
124,30848
124,3655
125,7178
125,4041
125,100106
125,32898
125,4710
125,2701
125,40617
125,50356
125,3701
125,8947
126,92509
126,2642
126,95475
126,54354
126,7767
126,2661
126,111146
126,2050
126,76
126,1493
127,6324
127,786
127,1225
127,99007
127,897
127,1602
127,55156
127,34450
127,4605
127,3769
128,7056
128,5919
128,5095
128,113573
128,531
128,39183
128,66511
128,476
128,71535
128,45503
129,3499
129,33725
129,169
129,2448
129,1906
129,81018
129,31116
129,92048
129,5615
129,71823
130,4012
130,326
130,7444
130,840
130,85780
130,1088
130,114847
130,880
130,4929
130,475
131,26649
131,79572
131,6879
131,3113
131,50999
131,126921
131,122918
131,2502
131,127152
131,27
132,1685
132,27802
132,8132
132,4673
132,81784
132,3138
132,1897
132,47382
132,26528
132,44773
133,536
133,95441
133,3787
133,1616
133,168250
133,112552
133,2084
133,69524
133,374
133,2035
134,3784
134,145491
134,106785
134,129
134,2290
134,39801
134,3117
134,161922
134,419
134,27815
135,62081
135,104241
135,4263
135,81910
135,2301
135,55814
135,4023
135,85397
135,8636
135,407
136,2563
136,159
136,46855
136,3623
136,5991
136,43921
136,64030
136,4304
136,54354
136,4056
137,109941
137,10
137,46322
137,5625
137,111443
137,1429
137,760
137,182715
137,101864
137,177763
138,3038
138,4422
138,3932
138,4537
138,131098
138,27904
138,170355
138,3189
138,780
138,71282
139,2087
139,73431
139,32799
139,58347
139,802
139,4553
139,2951
139,3296
139,3527
139,2106
140,6890
140,4006
140,205
140,7381
140,51694
140,1498
140,1517
140,613
140,87834
140,327
141,58351
141,4883
141,150
141,494
141,2788
141,3855
141,216
141,51935
141,63222
141,33162
142,54372
142,140956
142,142115
142,2463
142,3074
142,609
142,2186
142,6250
142,1124
142,1649
143,848
143,61236
143,2118
143,3408
143,189547
143,6709
143,163639
143,80584
143,1192
143,2372
144,709
144,45728
144,112171
144,656
144,180095
144,7477
144,3671
144,4929
144,104944
144,72720
145,5489
145,7301
145,3441
145,86190
145,6803
145,3029
145,4152
145,173941
145,2568
145,102747
146,934
146,121169
146,315
146,159817
146,2044
146,4738
146,135887
146,54
146,7369
146,72624
147,34405
147,1382
147,3250
147,127298
147,360
147,2732
147,180985
147,840
147,52435
147,2454
148,1202
148,2279
148,7193
148,4546
148,270
148,50445
148,7839
148,8526
148,6893
148,8937
149,1340
149,7202
149,155812
149,233
149,4284
149,34
149,2134
149,34338
149,183959
149,2059
150,130052
150,5477
150,8128
150,6862
150,888
150,2747
150,611
150,101962
150,3075
150,8809
151,4733
151,155
151,141799
151,6210
151,132800
151,102984
151,2335
151,51255
151,85316
151,91529
152,3536
152,4959
152,4263
152,2340
152,129659
152,49524
152,4343
152,5589
152,50601
152,79897
153,53024
153,1928
153,2563
153,5680
153,1590
153,6596
153,1059
153,122892
153,70208
153,4642
154,7839
154,126548
154,117887
154,1211
154,7
154,3839
154,161
154,141866
154,5550
154,3462
155,140267
155,117922
155,64197
155,469
155,27584
155,2918
155,128
155,133217
155,54787
155,1437
156,48520
156,132660
156,43560
156,6377
156,5890
156,4133
156,2334
156,4964
156,77
156,71823
157,5083
157,148632
157,645
157,1916
157,177615
157,2860
157,66203
157,1909
157,93988
157,84847
158,87522
158,1972
158,7573
158,6266
158,7263
158,2686
158,58975
158,4471
158,63113
158,650
159,2206
159,1262
159,1439
159,5817
159,3259
159,32387
159,313
159,40723
159,3972
159,1955
160,342
160,158966
160,90746
160,7459
160,1574
160,4166
160,3274
160,1198
160,3746
160,1777
161,40870
161,48326
161,148626
161,27020
161,89305
161,155064
161,72171
161,165947
161,1947
161,108949
162,60950
162,741
162,3565
162,66203
162,1240
162,27255
162,3563
162,5563
162,176805
162,6453
163,6322
163,1281
163,4054
163,7294
163,4003
163,2264
163,918
163,32022
163,92643
163,7846
164,27865
164,947
164,193567
164,719
164,27801
164,63436
164,80862
164,1020
164,5065
164,166492
165,6616
165,4803
165,7027
165,1777
165,112316
165,2181
165,68886
165,1674
165,6308
165,479
166,1582
166,6684
166,47566
166,1696
166,55946
166,55052
166,3846
166,4168
166,7151
166,4954
167,34405
167,1221
167,2617
167,26184
167,4202
167,92954
167,7657
167,3993
167,99122
167,147657
168,74750
168,176
168,86295
168,7251
168,127108
168,3358
168,3972
168,3145
168,5205
168,116817
169,2091
169,128488
169,58191
169,52767
169,70206
169,74789
169,37380
169,4278
169,74868
169,26052
170,85414
170,128366
170,3723
170,911
170,8981
170,81537
170,2763
170,7060
170,320
170,3446
171,60074
171,3793
171,2078
171,1633
171,3251
171,112450
171,2022
171,132584
171,92420
171,4117
172,1483
172,6223
